Loan_ID,"Customer ID",ApplicantIncome,CoapplicantIncome,Property_Area,Loan_Status,Customer_Criteria,Interest_Rate
LP002205,IP43374,3062,1987,Urban,N,Low_Class_Customer,5.0
LP002209,IP43375,2764,1459,Urban,Y,Low_Class_Customer,5.0
LP002211,IP43376,4817,923,Urban,Y,Low_Class_Customer,5.0
LP002219,IP43377,8750,4996,Rural,Y,Middle_Class_Customer,7.0
LP002223,IP43378,4310,0,Semiurban,Y,Low_Class_Customer,2.5
LP002224,IP43379,3069,0,Urban,N,Low_Class_Customer,5.0
LP002225,IP43380,5391,0,Urban,Y,Middle_Class_Customer,7.0
LP002226,IP43381,3333,2500,Semiurban,Y,Low_Class_Customer,2.5
LP002229,IP43382,5941,4232,Semiurban,Y,Middle_Class_Customer,7.0
LP002231,IP43383,6000,0,Urban,Y,Middle_Class_Customer,7.0
LP002234,IP43384,7167,0,Urban,Y,Middle_Class_Customer,7.0
LP002236,IP43385,4566,0,Urban,N,Low_Class_Customer,5.0
LP002237,IP43386,3667,0,Urban,Y,Low_Class_Customer,5.0
LP002239,IP43387,2346,1600,Semiurban,Y,Low_Class_Customer,2.5
LP002243,IP43388,3010,3136,Urban,N,Low_Class_Customer,5.0
LP002244,IP43389,2333,2417,Urban,Y,Low_Class_Customer,5.0
LP002250,IP43390,5488,0,Rural,Y,Middle_Class_Customer,7.0
LP002255,IP43391,9167,0,Rural,Y,B_Grade_Customer,7.0
LP002262,IP43392,9504,0,Rural,Y,B_Grade_Customer,7.0
LP002263,IP43393,2583,2115,Urban,Y,Low_Class_Customer,5.0
LP002265,IP43394,1993,1625,Semiurban,Y,Low_Class_Customer,2.5
LP002266,IP43395,3100,1400,Urban,Y,Low_Class_Customer,5.0
LP002272,IP43396,3276,484,Semiurban,Y,Low_Class_Customer,2.5
LP002277,IP43397,3180,0,Urban,N,Low_Class_Customer,5.0
LP002281,IP43398,3033,1459,Urban,Y,Low_Class_Customer,5.0
LP002284,IP43399,3902,1666,Rural,Y,Low_Class_Customer,3.0
LP002287,IP43400,1500,1800,Semiurban,N,Low_Class_Customer,2.5
LP002288,IP43401,2889,0,Urban,N,Low_Class_Customer,5.0
LP002296,IP43402,2755,0,Rural,N,Low_Class_Customer,3.0
LP002297,IP43403,2500,20000,Semiurban,Y,Low_Class_Customer,2.5
LP002300,IP43404,1963,0,Semiurban,Y,Low_Class_Customer,2.5
LP002301,IP43405,7441,0,Rural,N,Middle_Class_Customer,7.0
LP002305,IP43406,4547,0,Semiurban,Y,Low_Class_Customer,2.5
LP002308,IP43407,2167,2400,Urban,Y,Low_Class_Customer,5.0
LP002314,IP43408,2213,0,Rural,Y,Low_Class_Customer,3.0
LP002315,IP43409,8300,0,Semiurban,N,Middle_Class_Customer,7.0
LP002317,IP43410,81000,0,Rural,N,A_Grade_Customer,7.0
LP002318,IP43411,3867,0,Semiurban,N,Low_Class_Customer,2.5
LP002319,IP43412,6256,0,Urban,Y,Middle_Class_Customer,7.0
LP002328,IP43413,6096,0,Rural,N,Middle_Class_Customer,7.0
LP002332,IP43414,2253,2033,Rural,Y,Low_Class_Customer,3.0
LP002335,IP43415,2149,3237,Semiurban,N,Low_Class_Customer,2.5
LP002337,IP43416,2995,0,Urban,Y,Low_Class_Customer,5.0
LP002341,IP43417,2600,0,Urban,N,Low_Class_Customer,5.0
LP002342,IP43418,1600,20000,Urban,N,Low_Class_Customer,5.0
LP002345,IP43419,1025,2773,Rural,Y,Low_Class_Customer,3.0
LP002347,IP43420,3246,1417,Semiurban,Y,Low_Class_Customer,2.5
LP002348,IP43421,5829,0,Rural,Y,Middle_Class_Customer,7.0
LP002357,IP43422,2720,0,Urban,N,Low_Class_Customer,5.0
LP002361,IP43423,1820,1719,Urban,Y,Low_Class_Customer,5.0
LP002362,IP43424,7250,1667,Urban,N,Middle_Class_Customer,7.0
LP002364,IP43425,14880,0,Semiurban,Y,B_Grade_Customer,7.0
LP002366,IP43426,2666,4300,Rural,Y,Low_Class_Customer,3.0
LP002367,IP43427,4606,0,Rural,N,Low_Class_Customer,3.0
LP002368,IP43428,5935,0,Semiurban,Y,Middle_Class_Customer,7.0
LP002369,IP43429,2920,16,Rural,Y,Low_Class_Customer,3.0
LP002370,IP43430,2717,0,Urban,Y,Low_Class_Customer,5.0
LP002377,IP43431,8624,0,Semiurban,Y,Middle_Class_Customer,7.0
LP002379,IP43432,6500,0,Rural,N,Middle_Class_Customer,7.0
LP002386,IP43433,12876,0,Semiurban,Y,B_Grade_Customer,7.0
LP002387,IP43434,2425,2340,Semiurban,Y,Low_Class_Customer,2.5
LP002390,IP43435,3750,0,Urban,Y,Low_Class_Customer,5.0
LP002393,IP43436,10047,0,Semiurban,Y,B_Grade_Customer,7.0
LP002398,IP43437,1926,1851,Semiurban,Y,Low_Class_Customer,2.5
LP002401,IP43438,2213,1125,Urban,Y,Low_Class_Customer,5.0
LP002403,IP43439,10416,0,Urban,N,B_Grade_Customer,7.0
LP002407,IP43440,7142,0,Rural,Y,Middle_Class_Customer,7.0
LP002408,IP43441,3660,5064,Semiurban,Y,Low_Class_Customer,2.5
LP002409,IP43442,7901,1833,Rural,Y,Middle_Class_Customer,7.0
LP002418,IP43443,4707,1993,Semiurban,Y,Low_Class_Customer,2.5
LP002422,IP43444,37719,0,Semiurban,Y,A_Grade_Customer,7.0
LP002424,IP43445,7333,8333,Rural,Y,Middle_Class_Customer,7.0
LP002429,IP43446,3466,1210,Rural,Y,Low_Class_Customer,3.0
LP002434,IP43447,4652,0,Rural,Y,Low_Class_Customer,3.0
LP002435,IP43448,3539,1376,Rural,N,Low_Class_Customer,3.0
LP002443,IP43449,3340,1710,Rural,N,Low_Class_Customer,3.0
LP002444,IP43450,2769,1542,Semiurban,N,Low_Class_Customer,2.5
LP002446,IP43451,2309,1255,Rural,N,Low_Class_Customer,3.0
LP002447,IP43452,1958,1456,Urban,Y,Low_Class_Customer,5.0
LP002448,IP43453,3948,1733,Rural,N,Low_Class_Customer,3.0
LP002449,IP43454,2483,2466,Rural,Y,Low_Class_Customer,3.0
LP002453,IP43455,7085,0,Semiurban,Y,Middle_Class_Customer,7.0
LP002455,IP43456,3859,0,Semiurban,Y,Low_Class_Customer,2.5
LP002459,IP43457,4301,0,Urban,Y,Low_Class_Customer,5.0
LP002467,IP43458,3708,2569,Urban,N,Low_Class_Customer,5.0
LP002472,IP43459,4354,0,Rural,Y,Low_Class_Customer,3.0
LP002473,IP43460,8334,0,Semiurban,N,Middle_Class_Customer,7.0
LP002478,IP43461,2083,4083,Semiurban,Y,Low_Class_Customer,2.5
LP002484,IP43462,7740,0,Urban,Y,Middle_Class_Customer,7.0
LP002487,IP43463,3015,2188,Rural,Y,Low_Class_Customer,3.0
LP002489,IP43464,5191,0,Semiurban,Y,Middle_Class_Customer,7.0
LP002493,IP43465,4166,0,Semiurban,N,Low_Class_Customer,2.5
LP002494,IP43466,6000,0,Rural,Y,Middle_Class_Customer,7.0
LP002500,IP43467,2947,1664,Urban,N,Low_Class_Customer,5.0
LP002501,IP43468,16692,0,Semiurban,Y,A_Grade_Customer,7.0
LP002502,IP43469,210,2917,Semiurban,Y,Low_Class_Customer,2.5
LP002505,IP43470,4333,2451,Urban,N,Low_Class_Customer,5.0
LP002515,IP43471,3450,2079,Semiurban,Y,Low_Class_Customer,2.5
LP002517,IP43472,2653,1500,Rural,N,Low_Class_Customer,3.0
LP002519,IP43473,4691,0,Semiurban,Y,Low_Class_Customer,2.5
LP002522,IP43474,2500,0,Urban,Y,Low_Class_Customer,5.0
LP002524,IP43475,5532,4648,Rural,Y,Middle_Class_Customer,7.0
LP002527,IP43476,16525,1014,Rural,Y,A_Grade_Customer,7.0
LP002529,IP43477,6700,1750,Semiurban,Y,Middle_Class_Customer,7.0
LP002530,IP43478,2873,1872,Semiurban,N,Low_Class_Customer,2.5
LP002531,IP43479,16667,2250,Semiurban,Y,A_Grade_Customer,7.0
LP002533,IP43480,2947,1603,Urban,N,Low_Class_Customer,5.0
LP002534,IP43481,4350,0,Rural,Y,Low_Class_Customer,3.0
LP002536,IP43482,3095,0,Rural,Y,Low_Class_Customer,3.0
LP002537,IP43483,2083,3150,Semiurban,Y,Low_Class_Customer,2.5
LP002541,IP43484,10833,0,Semiurban,Y,B_Grade_Customer,7.0
LP002543,IP43485,8333,0,Semiurban,Y,Middle_Class_Customer,7.0
LP002544,IP43486,1958,2436,Rural,Y,Low_Class_Customer,3.0
LP002545,IP43487,3547,0,Rural,N,Low_Class_Customer,3.0
LP002547,IP43488,18333,0,Urban,N,A_Grade_Customer,7.0
LP002555,IP43489,4583,2083,Semiurban,Y,Low_Class_Customer,2.5
LP002556,IP43490,2435,0,Urban,N,Low_Class_Customer,5.0
LP002560,IP43491,2699,2785,Semiurban,Y,Low_Class_Customer,2.5
LP002562,IP43492,5333,1131,Urban,Y,Middle_Class_Customer,7.0
LP002571,IP43493,3691,0,Rural,Y,Low_Class_Customer,3.0
LP002582,IP43494,17263,0,Semiurban,Y,A_Grade_Customer,7.0
LP002585,IP43495,3597,2157,Rural,N,Low_Class_Customer,3.0
LP002586,IP43496,3326,913,Semiurban,Y,Low_Class_Customer,2.5
LP002587,IP43497,2600,1700,Rural,Y,Low_Class_Customer,3.0
LP002588,IP43498,4625,2857,Urban,Y,Low_Class_Customer,5.0
LP002600,IP43499,2895,0,Semiurban,Y,Low_Class_Customer,2.5
LP002602,IP43500,6283,4416,Rural,N,Middle_Class_Customer,7.0
LP002603,IP43501,645,3683,Rural,Y,Low_Class_Customer,3.0
LP002606,IP43502,3159,0,Semiurban,Y,Low_Class_Customer,2.5
LP002615,IP43503,4865,5624,Semiurban,Y,Low_Class_Customer,2.5
LP002618,IP43504,4050,5302,Rural,N,Low_Class_Customer,3.0
LP002619,IP43505,3814,1483,Semiurban,Y,Low_Class_Customer,2.5
LP002622,IP43506,3510,4416,Rural,Y,Low_Class_Customer,3.0
LP002624,IP43507,20833,6667,Urban,Y,A_Grade_Customer,7.0
LP002625,IP43508,3583,0,Urban,N,Low_Class_Customer,5.0
LP002626,IP43509,2479,3013,Urban,Y,Low_Class_Customer,5.0
LP002634,IP43510,13262,0,Urban,Y,B_Grade_Customer,7.0
LP002637,IP43511,3598,1287,Rural,N,Low_Class_Customer,3.0
LP002640,IP43512,6065,2004,Semiurban,Y,Middle_Class_Customer,7.0
LP002643,IP43513,3283,2035,Urban,Y,Low_Class_Customer,5.0
LP002648,IP43514,2130,6666,Semiurban,N,Low_Class_Customer,2.5
LP002652,IP43515,5815,3666,Rural,N,Middle_Class_Customer,7.0
LP002659,IP43516,3466,3428,Rural,Y,Low_Class_Customer,3.0
LP002670,IP43517,2031,1632,Semiurban,Y,Low_Class_Customer,2.5
LP002682,IP43518,3074,1800,Semiurban,N,Low_Class_Customer,2.5
LP002683,IP43519,4683,1915,Semiurban,N,Low_Class_Customer,2.5
LP002684,IP43520,3400,0,Rural,N,Low_Class_Customer,3.0
LP002689,IP43521,2192,1742,Semiurban,Y,Low_Class_Customer,2.5
LP002690,IP43522,2500,0,Semiurban,Y,Low_Class_Customer,2.5
LP002692,IP43523,5677,1424,Rural,Y,Middle_Class_Customer,7.0
LP002693,IP43524,7948,7166,Rural,Y,Middle_Class_Customer,7.0
LP002697,IP43525,4680,2087,Semiurban,N,Low_Class_Customer,2.5
LP002699,IP43526,17500,0,Rural,Y,A_Grade_Customer,7.0
LP002705,IP43527,3775,0,Semiurban,Y,Low_Class_Customer,2.5
LP002706,IP43528,5285,1430,Semiurban,Y,Middle_Class_Customer,7.0
LP002714,IP43529,2679,1302,Semiurban,Y,Low_Class_Customer,2.5
LP002716,IP43530,6783,0,Semiurban,Y,Middle_Class_Customer,7.0
LP002717,IP43531,1025,5500,Rural,Y,Low_Class_Customer,3.0
LP002720,IP43532,4281,0,Urban,Y,Low_Class_Customer,5.0
LP002723,IP43533,3588,0,Rural,N,Low_Class_Customer,3.0
LP002729,IP43534,11250,0,Semiurban,N,B_Grade_Customer,7.0
LP002731,IP43535,18165,0,Urban,Y,A_Grade_Customer,7.0
LP002732,IP43536,2550,2042,Rural,Y,Low_Class_Customer,3.0
LP002734,IP43537,6133,3906,Urban,Y,Middle_Class_Customer,7.0
LP002738,IP43538,3617,0,Semiurban,Y,Low_Class_Customer,2.5
LP002739,IP43539,2917,536,Rural,N,Low_Class_Customer,3.0
LP002740,IP43540,6417,0,Rural,Y,Middle_Class_Customer,7.0
LP002741,IP43541,4608,2845,Semiurban,Y,Low_Class_Customer,2.5
LP002743,IP43542,2138,0,Semiurban,N,Low_Class_Customer,2.5
LP002753,IP43543,3652,0,Semiurban,Y,Low_Class_Customer,2.5
LP002755,IP43544,2239,2524,Urban,Y,Low_Class_Customer,5.0
LP002757,IP43545,3017,663,Semiurban,Y,Low_Class_Customer,2.5
LP002767,IP43546,2768,1950,Rural,Y,Low_Class_Customer,3.0
LP002768,IP43547,3358,0,Semiurban,N,Low_Class_Customer,2.5
LP002772,IP43548,2526,1783,Rural,Y,Low_Class_Customer,3.0
LP002776,IP43549,5000,0,Semiurban,N,Low_Class_Customer,7.0
LP002777,IP43550,2785,2016,Rural,Y,Low_Class_Customer,3.0
LP002778,IP43551,6633,0,Rural,N,Middle_Class_Customer,7.0
LP002784,IP43552,2492,2375,Rural,Y,Low_Class_Customer,3.0
LP002785,IP43553,3333,3250,Urban,Y,Low_Class_Customer,5.0
LP002788,IP43554,2454,2333,Urban,N,Low_Class_Customer,5.0
LP002789,IP43555,3593,4266,Rural,N,Low_Class_Customer,3.0
LP002792,IP43556,5468,1032,Semiurban,Y,Middle_Class_Customer,7.0
LP002794,IP43557,2667,1625,Urban,Y,Low_Class_Customer,5.0
LP002795,IP43558,10139,0,Semiurban,Y,B_Grade_Customer,7.0
LP002798,IP43559,3887,2669,Semiurban,Y,Low_Class_Customer,2.5
LP002804,IP43560,4180,2306,Semiurban,Y,Low_Class_Customer,2.5
LP002807,IP43561,3675,242,Semiurban,Y,Low_Class_Customer,2.5
LP002813,IP43562,19484,0,Semiurban,Y,A_Grade_Customer,7.0
LP002820,IP43563,5923,2054,Rural,Y,Middle_Class_Customer,7.0
LP002821,IP43564,5800,0,Semiurban,Y,Middle_Class_Customer,7.0
LP002832,IP43565,8799,0,Urban,N,Middle_Class_Customer,7.0
LP002833,IP43566,4467,0,Rural,Y,Low_Class_Customer,3.0
LP002836,IP43567,3333,0,Urban,Y,Low_Class_Customer,5.0
LP002837,IP43568,3400,2500,Rural,N,Low_Class_Customer,3.0
LP002840,IP43569,2378,0,Urban,N,Low_Class_Customer,5.0
LP002841,IP43570,3166,2064,Urban,N,Low_Class_Customer,5.0
LP002842,IP43571,3417,1750,Urban,Y,Low_Class_Customer,5.0
LP002847,IP43572,5116,1451,Urban,N,Middle_Class_Customer,7.0
LP002855,IP43573,16666,0,Urban,Y,A_Grade_Customer,7.0
LP002862,IP43574,6125,1625,Semiurban,N,Middle_Class_Customer,7.0
LP002863,IP43575,6406,0,Semiurban,N,Middle_Class_Customer,7.0
LP002868,IP43576,3159,461,Urban,Y,Low_Class_Customer,5.0
LP002872,IP43577,3087,2210,Semiurban,N,Low_Class_Customer,2.5
LP002874,IP43578,3229,2739,Urban,Y,Low_Class_Customer,5.0
LP002877,IP43579,1782,2232,Rural,Y,Low_Class_Customer,3.0
LP002888,IP43580,3182,2917,Urban,Y,Low_Class_Customer,5.0
LP002892,IP43581,6540,0,Semiurban,Y,Middle_Class_Customer,7.0
LP002893,IP43582,1836,33837,Urban,N,Low_Class_Customer,5.0
LP002894,IP43583,3166,0,Semiurban,Y,Low_Class_Customer,2.5
LP002898,IP43584,1880,0,Rural,N,Low_Class_Customer,3.0
LP002911,IP43585,2787,1917,Rural,N,Low_Class_Customer,3.0
LP002912,IP43586,4283,3000,Rural,N,Low_Class_Customer,3.0
LP002916,IP43587,2297,1522,Urban,Y,Low_Class_Customer,5.0
LP002917,IP43588,2165,0,Semiurban,Y,Low_Class_Customer,2.5
LP002925,IP43589,4750,0,Semiurban,Y,Low_Class_Customer,2.5
LP002926,IP43590,2726,0,Semiurban,N,Low_Class_Customer,2.5
LP002928,IP43591,3000,3416,Semiurban,Y,Low_Class_Customer,2.5
LP002931,IP43592,6000,0,Semiurban,N,Middle_Class_Customer,7.0
LP002933,IP43593,9357,0,Semiurban,Y,B_Grade_Customer,7.0
LP002936,IP43594,3859,3300,Rural,Y,Low_Class_Customer,3.0
LP002938,IP43595,16120,0,Urban,Y,A_Grade_Customer,7.0
LP002940,IP43596,3833,0,Rural,Y,Low_Class_Customer,3.0
LP002941,IP43597,6383,1000,Rural,N,Middle_Class_Customer,7.0
LP002943,IP43598,2987,0,Semiurban,N,Low_Class_Customer,2.5
LP002945,IP43599,9963,0,Rural,Y,B_Grade_Customer,7.0
LP002948,IP43600,5780,0,Urban,Y,Middle_Class_Customer,7.0
LP002949,IP43601,416,41667,Urban,N,Low_Class_Customer,5.0
LP002950,IP43602,2894,2792,Rural,Y,Low_Class_Customer,3.0
LP002953,IP43603,5703,0,Urban,Y,Middle_Class_Customer,7.0
LP002958,IP43604,3676,4301,Rural,Y,Low_Class_Customer,3.0
LP002959,IP43605,12000,0,Semiurban,Y,B_Grade_Customer,7.0
LP002960,IP43606,2400,3800,Urban,N,Low_Class_Customer,5.0
LP002961,IP43607,3400,2500,Semiurban,Y,Low_Class_Customer,2.5
LP002964,IP43608,3987,1411,Rural,Y,Low_Class_Customer,3.0
LP002974,IP43609,3232,1950,Rural,Y,Low_Class_Customer,3.0
LP002978,IP43610,2900,0,Rural,Y,Low_Class_Customer,3.0
LP002979,IP43611,4106,0,Rural,Y,Low_Class_Customer,3.0
LP002983,IP43612,8072,240,Urban,Y,Middle_Class_Customer,7.0
LP002984,IP43613,7583,0,Urban,Y,Middle_Class_Customer,7.0
LP002990,IP43614,4583,0,Semiurban,N,Low_Class_Customer,2.5
